"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6950.84435927785","7126.93091156597","7752.54864547217","7865.45914834098","8040.75602227592","8222.22323122578","8489.82689868823","8456.38163882394","8965.13400095429","9214.18051244277","9313.73279695482","9105.82558991748","9205.18416345914","9707.06818918422","10610.2966894155","10818.3104254683","11758.3194729541","12199.2581150973","12968.5457267147","12600.2078976135","12717.7865966902","13471.2666355799","13443.4262512467","14009.9844560139","14403.0832732506","14353.2224845845","15306.7258058706","16130.9721097011","17433.3010328737","18709.9110670935","14912.159584235","19101.1652956675","24599.3733001067","25974.5092925263","27567.3280779839","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290.16160881096","6625.80666735686","6860.35214255115","7056.14274490067","7419.24140920708","7554.76665025104","7837.48109232937","8271.39589384179","8452.2484794307","8448.36987960759","8832.31437360926","8970.79590929494","8999.79641738123","9230.08831867025","9937.2186769218","10581.0409193012","11496.3152783764","12311.4940363322","12934.7547206411","12693.8491652992","13473.9987242218","14372.4393243219","14689.6911199798","15176.4622027107","15495.8029730722","15285.77124436","15549.131984903","16199.1118984474","16898.4425810925","17323.0966835133","16660.4622202066","18694.1407748025","20842.0307149293","22091.9909742258","23104.5519806078","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","954.368517977632","984.378463642782","990.858625046172","991.525202613722","994.267312411718","1045.92351566336","1096.6853797121","1149.15044120275","1179.7721794618","1218.06678532783","1272.90178684805","1336.56324386039","1396.29191298004","1465.90015297071","1567.33880654001","1696.37229550824","1828.078557398","1970.60860905135","2090.53754605814","2146.69062859298","2258.44105158157","2340.03004547928","2409.45907695783","2538.16442209321","2701.03743514697","2764.44106796674","2891.58480902358","3018.91866774615","3241.55828521514","3440.05379061737","3495.2109398591","3724.95262292927","4096.33828281235","4286.72070784438","4463.99564225243","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","856.518291475391","887.28033403909","883.14223981158","879.905409748114","880.890758508934","916.85323464347","951.395623872305","1013.1142490289","1041.94869372646","1063.06796368471","1094.64432692062","1140.28792278118","1187.52665236074","1246.32189416083","1313.87766431048","1397.00183773215","1475.41913025602","1557.73423107771","1621.35903349439","1631.58446609074","1709.76743036205","1702.58683136537","1596.11385546441","1664.48241234022","1771.24030314827","1821.64036992135","1885.79824806549","1903.98724303844","1968.11297248585","2019.66538900203","1988.60798117898","2114.52090936955","2276.19518277151","2289.51620645228","2353.04878368784","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2527.442952533","2712.72280210884","2850.9500750307","3067.38292688832","3260.46892514367","3454.27501157563","3581.65276595779","3803.88359600775","3952.04104435997","4103.38045093204","4367.80358983464","4328.19141112598","4522.32769640072","4849.86023450517","5215.88024437154","5678.74647778512","6260.67990154804","6820.39310023368","7316.58626510951","7575.57988724931","8233.62663813947","9075.545495895","10249.1670637714","11252.6311491911","11720.5978110374","12227.1714849513","13078.5605089072","13610.4723136618","14178.0225361887","14112.952504221","12940.9043295749","14316.1352225683","14193.6546217446","14455.6544414734","15632.5924849848","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594.01776455442","1641.70444127393","1705.76920913394","1750.84816524896","1823.59504830499","1919.49552739262","2036.78561607875","2110.31739473251","2189.05617459741","2301.72891712014","2405.78006971598","2518.99210149163","2623.29728148868","2789.0453137632","3014.6701775555","3263.64777430688","3541.1455114794","3821.71476153384","3998.30170502678","4200.137626156","4471.78087566307","4704.7947958592","5060.20598398668","5286.29267475132","5490.24324464533","5688.70071204051","5948.51039941196","6294.50167587079","6736.04633109919","7158.47092259831","7111.84279550566","7837.43334833358","8826.07159182754","9599.87294803058","10225.4422860088","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2376.57903109482","2489.5528167124","2598.73473559337","2709.3704828267","2833.62825738532","2977.85429621638","3162.96721441826","3330.02388665878","3365.68382095922","3491.1394356196","3711.46201274363","3880.31812087552","4066.92168214617","4324.01040122994","4712.74331801168","5130.9163487745","5643.33614604939","6201.99308810584","6601.64040564875","6829.14535750057","7359.86484907806","7868.32387443739","8328.08377798396","8715.0635492201","9016.54217178103","9150.40340839136","9491.34781860713","9973.33534562207","10596.609316186","11166.2037138118","11167.7999000381","12435.8668400966","13817.1392007064","14898.6485669954","15795.1303233276","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","764.057315373577","829.936659219728","892.925255787736","931.984257384795","995.244143256362","1036.78808522046","1103.00202176293","1154.38234468055","1179.421705049","1198.69481991826","1272.924433991","1350.00529706535","1385.18222067454","1484.09584449257","1560.74877547924","1680.87364079911","1813.4444072345","1932.4266622594","2064.42311214194","2036.26308567654","2152.91528289768","2278.50142791066","2291.4956531127","2538.26310306049","2771.24496867163","3034.64692924848","2942.18153663921","2618.81820770145","2632.28775223004","2568.34114362719","2559.09776077846","2544.78249551214","2761.31105002216","2880.96629615692","3001.16311951334","",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2914.72490011924","2991.63188432508","3059.29132792986","3237.44498814783","3423.71733567073","3658.09145681212","3881.69397095977","4123.11071865871","4237.43574356596","4449.38013552305","4836.94108527504","5163.15056340095","5541.56523794504","6029.17220613938","6656.59524244837","7375.78698066177","8395.77015034629","9439.00972772787","10389.309847803","10782.5861956925","11732.0692327784","12812.6171941764","13705.0257253207","14491.8235163585","15041.7998392685","15136.8451869343","15659.9994446309","16562.7665581165","17904.9431960445","19217.8163474555","19505.7188725301","22189.5949316763","24509.735419639","26461.845974943","28317.7912539744","",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9029.81585997399","8790.38677273066","7087.06656284193","6106.66924125432","5667.1383471467","6022.50226031185","6479.19459061105","7166.81061906926","7846.29533614972","7918.40020475407","8474.59300330083","9399.33656166607","10295.5066962899","11659.8787391334","12605.0201901971","13951.3261880977","15522.3579257294","17968.6445835063","19410.0077598903","17054.6365568486","18718.9043711358","21557.6567458052","23275.2517553588","24889.8726227818","26274.7488764946","26948.5919371645","28698.9887868061","31305.0436934372","36491.9385223689","40563.8304884555","41262.7276941725","45873.5273239486","50936.0049547442","52348.2468215268","55285.8991934304","",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29948.9365501492","33190.5117274445","34108.4951917121","35898.5418756947","37551.1282645827","38345.0967648472","39722.2499406223","42487.6883828393","44270.0688210975","49844.6769627976","55136.0609983789","56135.8315678957","58575.6792717544","60192.1759452336","64685.7286866435","68787.8547494266","78861.1661045613","85126.1393867018","90970.7211980147","86918.5909104052","90336.0184704033","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107859.685999308","113365.176082265","114985.842235989","116638.414163882","121371.73990307","122066.739147202","136772.443753292","146919.145398494","150508.218886888","155941.288210791","",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7447.94852886705","6761.93029990412","4759.77988472631","4722.00398503732","5011.63179851938","5391.04513303111","5688.34966443302","6365.70559365893","6922.34296178268","7256.33664671861","7848.90854892793","8807.75837072465","9568.79465678335","10193.2381015054","11319.1462699913","12825.873779559","14180.0017761877","16245.5340994603","17443.3912910988","15545.0821339945","16373.4037320495","17680.4939630507","19416.5167382125","20473.5243706913","21553.6623204436","22543.9183164105","24063.4511245109","25763.9907709703","29817.8047263182","32199.0960377091","32741.4207691987","36912.0130602161","40558.7495841122","42576.4060799457","43394.2732822314","",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27936.3742290616","28516.2349701718","31329.807770525","32584.8965473791","33577.0316859064","34329.5335162915","34324.8496998146","34635.783768436","33028.2747017338","32315.3675280996","34686.9487205344","36214.8513340462","39641.4818326412","44601.8182261997","56585.3001832163","60569.4566444726","67194.5117540953","75672.6406168549","76827.0193066502","79138.8048016974","99835.0846406553","121085.679344582","133111.616642617","149859.180455113","145187.080794416","108656.763904919","107653.177281832","120774.963080752","129457.998600118","126029.622371097","57077.5325705099","73374.4486829589","64193.5294048618","116328.540600134","126959.917138906","",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2776.82250976563","3025.00708007813","2979.068359375","2979.28686523438","3314.78149414063","3152.42724609375","3551.25610351563","3502.00805664063","3740.35913085938","3800.6298828125","3930.22314453125","4268.86962890625","4436.4287109375","4741.0615234375","5024.6943359375","5274.74169921875","5780.6181640625","6057.935546875","6437.0634765625","6628.57666015625","6848.66748046875","7274.1474609375","7307.6123046875","7542.0986328125","7237.27734375","7799.09228515625","7853.17626953125","8115.12060546875","7801.0986328125","8046.22900390625","7704.84912109375","8623.265625","9310.0322265625","9894.650390625","10415.1240234375","",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6894.51372339552","5979.90789131835","4337.2468015914","4394.14185932458","3110.82300818682","3145.94580519356","3021.30988325621","3135.60702546224","2964.60151650533","2909.85035000128","3044.67050577354","3310.52882645877","3632.61091825467","3959.95150996029","4378.17475782467","4865.93456430334","5271.38970435336","5589.5685077365","6153.35152147981","5827.17888882857","6323.06287905206","6832.94156502961","7254.66249032313","8232.5238047368","8643.06431435343","9197.61838204272","10325.8404896126","11252.1135465283","11868.1955463223","13413.2232935126","13527.4413130967","15682.0703284653","16452.9621192","17746.9405538684","18614.9880691203","",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165.82092420717","1095.98699618488","1100.5789685005","1115.76728424914","1104.26113402505","1110.65249225111","1118.76916210987","1142.30166097791","1161.75088846904","1194.1502466887","1235.78733941908","1298.56378873164","1121.08749552772","1218.83563168796","1279.54611058565","1342.51929937145","1416.40465948998","1493.37545004972","1577.33838928618","1479.82980025947","1463.87646786391","1475.17055178114","1463.61756926447","1473.40398077255","1498.83976908219","1496.61172412841","1561.51962374608","1546.88001890817","1546.59563549795","1612.29772715626","1490.32312837866","1577.43246056529","1716.97884873797","1808.44779038579","1883.5374311384","",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4527.59399067184","4604.02956747671","4881.12710135415","5137.91071387169","5520.41823677456","6223.48278539183","6686.99408933799","7225.92898343576","7710.31811190209","8161.99616728852","8526.28986369241","8235.80267716404","8822.51726087564","10065.4858052111","10769.7743281923","9704.44334454041","12075.1455749491","12851.7923161425","13778.8197554554","12265.7930464259","12797.3279262916","13726.3262093446","13988.5973865429","15264.0907069581","16722.523852619","17875.0989419262","18769.5060607629","19767.8893613468","21899.4292993843","23077.2112236652","13425.3674459601","19052.6224904311","22880.5123151419","24786.2032123451","26182.7831570917","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5791.05274217257","6151.29199585592","6471.90501742372","6578.13729941595","6700.50579318778","6862.0356971381","7164.01861037234","7388.2578854138","7607.79239678389","7755.98669938939","8238.2155668699","8404.29787752983","8547.3518637962","8881.61995949412","9628.50533388128","10174.86808872","10815.1139583097","11411.1493813338","11816.7130045769","11749.6450614212","12205.6934884566","12656.1890237939","13007.2133561024","12957.4636198764","12843.8616470385","11847.3570778017","11755.3957427404","12280.1930541163","12968.3870489515","12982.6473658687","12299.8944423281","13569.5961098198","15194.3820682235","15802.6631979548","16261.9453885649","",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8577.86239058382","9078.60557528728","9469.67304688292","9040.50553246324","9465.90235452203","8932.73040130287","9495.71013610154","10182.087598628","10755.5944103753","11030.5214325384","11704.6853532773","11738.8928661183","11761.8865901666","12065.9368553721","12658.1646665687","13260.2388186669","14540.4500497636","15031.5804109164","15680.5761896881","15190.8744519178","15909.1464963628","17266.8129106549","18004.7935607542","18170.264789912","18820.7991098584","19071.4444196466","20104.5839787472","20488.7150800441","20921.4775277572","20964.2774847072","19354.1248706244","20782.5877417545","23135.4931601276","25243.1644887582","26185.3564713253","",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.34522649022","2130.52433241296","2293.41097487542","2451.52727452454","2616.64851957438","2857.74831698981","2583.00435395366","2434.03060134121","2422.27194751224","2400.34549125336","2489.96943780806","2700.27054583067","2825.24479927053","2824.27883367143","2879.90589671206","3016.70324372574","3110.05225553568","3309.39754112765","3118.23467102442","3253.15085940372","3473.40469896159","3536.56004235245","3589.66880383744","3845.00357492163","3931.34410649415","4125.1616927563","4366.25764216189","4719.31304926001","5232.2052487185","6045.06240789858","6136.97119702131","6767.95785510528","7431.42757895496","7548.73253747944","8194.63854758403","",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2476.79504494239","2595.49181529646","2712.8262117773","2832.37768602281","2966.12491870276","3119.22381123937","3316.40223560963","3492.79795939311","3531.11319140825","3666.08774784069","3901.88663890921","4082.08582273552","4282.20196808289","4557.78569271642","4974.53380581315","5422.83273200011","5974.42043571204","6576.81865991994","7009.86960912513","7261.83380562097","7837.4724832522","8397.10521263564","8912.69103338009","9334.89669350827","9661.99910598738","9812.25508199827","10188.4621301508","10723.6794215767","11412.4322536256","12046.7747351378","12068.1807819308","13466.4888753658","14990.8726240725","16203.7273886376","17212.4680594702","",
"North Macedonia","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5347.74787111093","5206.85675644764","5033.3429870876","4828.76732659643","4879.65867443582","4911.96975621984","5025.91900446603","5226.94269787877","5448.43347740445","5724.4525998324","6153.89675266027","6051.02977709083","6395.17250234276","6608.20753127326","7229.41434974388","7972.29770978201","8888.46168232106","9638.6478016189","10924.3276713102","11532.1364033642","11992.1816944788","12420.8114553395","12725.9772893634","13662.7566550362","14485.1215168988","15034.1677602787","16457.5652245258","17161.049071447","18460.4624451227","20222.5954834227","19962.1482468276","22144.2842571431","24212.2818885331","25354.103505762","26995.4292563497","",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.941595858803","1091.47043925797","1038.7147712292","1086.68093104408","1146.98873720697","1154.28545566091","1223.5824930292","1266.86064233118","1332.16384195168","1375.80601929103","1356.51736440853","1558.71870195563","1581.11108691343","1714.89753907761","1730.0922516304","1770.67795435907","1831.5492454407","1852.36282555464","1893.49514528434","1944.69828229092","2011.67894612475","2046.22567064388","1990.14805241092","2059.28407641881","2184.87660281666","2330.24293947692","2531.80496963482","2606.69607954141","2684.41122026575","2819.86582297259","2723.70094784441","2796.22793795433","3014.4210732688","3174.62960276396","3314.77332231959","",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10085.5199708431","10784.3324942579","11428.9895069623","12102.6550373663","12938.0353095249","13949.5169851409","14661.0318356942","15465.1950344365","16218.9983787072","16898.3439169805","18214.4790221275","18435.0626373623","19531.963974957","20812.7786386776","21565.7733219687","22227.3785442795","23219.014785723","25011.6552092205","26653.8602570483","26781.9076062395","28909.1940252237","29425.9062422677","30716.282743184","33138.0373455038","35205.7012669646","38368.7020383117","40999.9620259653","45763.7330585065","48178.2920560941","51392.8152819605","49971.8784010216","56852.3218512267","60588.8890591794","67057.2184329891","69863.7461313457","",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441.103287551543","446.583180495898","494.084437474581","529.208215546106","573.2919239637","617.896101429996","661.21806056089","701.627990142461","741.817471588137","824.781054002538","948.748285178047","1068.82590521952","1203.8263073429","1384.52851825947","1600.84105608585","1860.45413157633","2152.86730947026","2458.85746440138","2748.07921338491","3039.7998233771","3348.12889497049","3579.40482970626","3845.15284153671","4143.63012731959","4376.38833281274","4458.69054442659","4459.53981427471","4706.43248949598","5581.2769545815","6101.37245765709","5740.99045843992","5178.44718217164","5731.93787872459","5953.35735165913","5997.46516323715","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3737.57247200553","4026.56002404959","4196.62762021614","4234.68370523399","4289.09079749911","4395.82387894763","4629.00019315344","4751.99779723888","4949.19410731788","5121.95359610475","5433.11956628919","5589.50530474512","5746.99847468862","5884.42924257755","6368.43664584199","6725.70388718731","7143.39246419523","7602.26570850894","7822.00456274989","7897.71421516756","8198.7884458168","8227.87557209787","8404.97905921555","8382.04588165944","8275.12734183517","7969.62835995104","8078.92886842476","8408.9297885017","8745.3274271153","8763.98975936718","8889.59885114143","9412.55914393398","10374.6101051222","10869.5026341704","11220.6069981166","",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5798.49192328645","6169.78618426714","5684.4660024806","6003.8529990953","6771.5482104101","7100.28306700488","7340.35009918017","7841.44380565018","8313.64054358567","10440.2734993601","12452.2628850091","13801.9149911395","12976.2464365042","13612.2915551291","14347.4457105412","13792.5731748207","14692.0574366306","15276.0334064191","16091.712641843","18030.0907942324","19356.6825946889","21083.5882908272","23705.5248672453","20624.7838079303","23690.0773513056","28049.6156106324","31862.7715778041","34062.7577672706","",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3479.28734517544","3183.18477854027","2951.02362006574","2928.8379941034","3021.36094265206","3228.97369769259","3310.16087041222","3449.2343597122","3554.76886731218","3663.72711233942","3739.69666851051","3888.85528581332","4083.38422166067","4399.36537925014","4941.82663694262","5406.14341980278","5977.19688729951","6678.05474357637","7296.58073671622","7119.39424211884","7531.62557442648","8861.82052869304","10151.7217998165","10442.3850504493","10900.2305197857","10458.3027240524","10511.3831063141","11096.0375604239","12317.4824277695","13604.978943194","13693.179806943","14792.2509086422","16401.9894751531","18004.8512058355","19144.7261368498","",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.038508723005","314.930038758303","291.989332751553","321.278518962215","326.441684464905","320.59989030495","349.731938684798","387.059044305483","422.267281574087","468.208668538029","471.967329761791","532.627310160456","580.040921427185","619.987510681772","673.345717268781","721.411761943486","798.387667642541","861.987682743539","916.155850233958","951.485453763858","1000.2411486648","1063.65543296311","1075.87786085361","1113.7525275929","1165.82826607505","1317.88785956822","1379.10740028691","1282.74965991801","1325.58695568953","1388.79707034446","1411.62040229911","1457.23540930922","1581.9441944262","1678.39118243681","1705.37919520416","",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2070.29062836393","2115.85368221029","2121.85768738424","2208.57261146681","2113.65838277241","2305.75519494391","2435.94646682425","2325.349106123","2354.93828978346","2410.67448386886","2303.66639707769","2279.72711478483","2295.80500995331","2446.69817773871","2570.29404911997","2809.03508145691","3341.70718355001","3278.27661394002","3235.99782161036","3158.74414286708","3177.84436561165","3270.86251341888","3464.97661099269","3831.04711012348","3865.1425867687","3977.61171275863","4682.70259690033","5353.06608810407","5429.23223059784","5610.13236713892","5740.73959690129","5836.56580821897","6484.82792132631","6965.90953574715","7368.75275290214","",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5009.879721086","5350.9551672451","5753.13222121756","6115.87061947519","6414.38186623117","6771.19101323899","7206.36377883048","7651.1596593108","8121.10590527723","8344.31058439287","9143.0073732792","9585.8047303181","9823.53996405315","10534.5572530361","11215.7002784358","11703.4765244451","12592.5218946608","13612.2512989533","14569.1531207728","15104.8081548746","15919.6622762525","16883.565820961","17259.4018011357","18435.2031858652","19294.4682829555","20269.523509561","21951.8307433111","22897.9700922102","23415.5237589118","24374.7818286566","21621.5971225158","23010.2013826905","26874.4899927593","29560.7137230079","31839.7597535524","",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.503430308209","731.940474913492","673.815977208792","745.682183261137","691.626134376847","825.454125717284","884.456346986538","915.279224971424","941.051496433226","960.710822989416","974.310137499677","924.056368279235","931.283507531356","979.038977932038","1032.80213909276","1070.93590957736","1124.4382691229","1230.56385441329","1311.44999791984","1387.78991561758","1457.60568309596","1516.2111831915","1464.04323957796","1558.11224745203","1505.55190404024","1403.08451209235","1409.95802703533","1380.23263621737","1363.79445595088","1450.01008064784","1513.45990803344","1687.59358179651","1778.30582146001","1830.46461287442","1857.61756950305","",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6886.63312520377","7582.56943094941","8223.80295937781","9018.06249369187","9806.47179132745","10720.2534691883","11709.2669994867","12469.3590063034","11398.0987122146","11979.6797141047","13027.2733386657","13071.5814138975","13656.0458904379","14387.2484914999","15415.8063402619","16371.4260817974","17426.361167892","18616.8070767617","19479.8799590564","18922.6459508418","20193.4092945433","21324.3594996498","22638.5406944009","23160.8924510627","24306.5212338415","24526.3942716012","25285.8213541391","26415.5960203287","27793.5674222948","28933.928297233","27474.7361378236","29822.8491831618","34419.8684975666","36466.8914938333","38779.2830442253","",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23525.4456557557","23933.3703734666","24943.2865760765","25897.2291459661","27193.8013546198","28176.28728957","29384.8044746074","30849.5910881852","32213.0935596933","33862.636901858","35648.7675995578","36461.4030759888","37310.4496210096","38792.5463807022","40962.5532868741","43361.2490415255","45502.3348917579","47221.5547745169","47768.0769059667","46376.8517665226","47801.4741124958","49199.8016626681","50775.2778839875","52403.75806746","54217.9772444619","55636.5538462562","56828.1260389573","58871.9595951654","61572.5505918721","63726.4133389726","62778.6348403293","69833.4948761015","76412.9988703282","80387.021822965","83521.8385798973","",
"Namibia","NAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3875.47043210363","4191.70793418645","4451.93564355367","4344.62452101233","4376.06545249126","4509.12972910763","4611.75800032302","4764.34078064408","4851.59229388401","4961.12432656781","5128.61433644621","5196.15009836199","5433.26902723843","5692.63373752872","6479.76368965829","6766.5998120605","7373.75822211888","7874.93144508288","8124.81517886749","8079.38392286218","8538.19995395948","9002.23004537057","9363.76632318029","9699.2083777865","10365.3090596781","10465.8920558516","10200.1392609733","9887.9393548255","9853.73533646074","9609.48555672874","9354.13136713077","9709.09930646771","10662.7017064119","11251.2370313819","11686.6020661881","",
"New Caledonia","NCL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","739.108850974286","737.528921327671","745.804310107439","742.107180797027","747.575677676837","756.545588583376","745.81084401481","745.105523925628","801.046939699916","783.183877091627","764.28188514316","809.387186909375","832.469364409205","836.978440593236","832.125196599523","888.304262543839","935.175329354286","954.892280110555","1010.43184621169","998.792501504778","1057.51100257385","1064.41917390361","1161.78908289767","1137.76904129571","1161.32515723793","1172.19178758955","1188.55709229837","1208.14609955266","1275.99643935327","1419.16805070193","1496.83350023022","1585.59922021188","1839.96909675903","1875.15306770628","2049.93305251019","",
"Nigeria","NGA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2839.84330955838","2869.60336970152","2991.35134943498","2921.47704517002","2853.33080416608","2835.28912250855","2930.71333145872","2989.96114463265","3021.60341151961","3002.07703732431","3138.99138910401","3308.50611479543","3770.1793488182","4014.86695354936","4381.13682825117","4678.09163245173","4975.26979314967","5297.97029503285","5607.00840150758","5927.46111768635","6301.18372544791","6585.36193271035","6670.83826243627","7004.13119554477","7396.12835532947","7307.83788188925","7072.49693372311","7036.67414372387","7158.17107571781","7551.39380367192","7414.7749554048","7588.47885596359","8304.9581050353","8705.43426693539","9086.87550609627","",
